epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
393,3706.81,0.36895,0.20772,0.78698,0.99574,0.95692,0.97394,0.8768,0.47263,0.24335,0.82499,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384
394,3716.4,0.36866,0.20336,0.79021,0.99515,0.95692,0.97388,0.87518,0.47189,0.24025,0.82456,0.0066558,0.0022186,0.0066558,0.0022186,0.0066558,0.0022186,0.0066558,0.0022186
395,3726.03,0.37629,0.21031,0.79288,0.99509,0.95385,0.97388,0.87707,0.46996,0.23841,0.82432,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988
396,3735.61,0.37716,0.20907,0.79139,0.99526,0.95385,0.97394,0.87849,0.46953,0.23992,0.82369,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
397,3745.22,0.37894,0.20921,0.79481,0.99361,0.95683,0.97403,0.87476,0.47086,0.23881,0.8248,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592
398,3754.81,0.37925,0.2104,0.80096,0.99312,0.96,0.97399,0.87849,0.47134,0.23836,0.82555,0.0064182,0.0021394,0.0064182,0.0021394,0.0064182,0.0021394,0.0064182,0.0021394
399,3764.25,0.37442,0.20704,0.79206,0.99399,0.95692,0.97402,0.87935,0.46835,0.23389,0.82536,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196
400,3773.8,0.37613,0.21361,0.79453,0.99084,0.96,0.97405,0.8785,0.46716,0.23363,0.82595,0.0062994,0.0020998,0.0062994,0.0020998,0.0062994,0.0020998,0.0062994,0.0020998
401,3783.43,0.3625,0.20018,0.79339,0.9968,0.95953,0.97418,0.88217,0.46523,0.23165,0.82563,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
402,3792.99,0.37099,0.20911,0.79341,0.99655,0.96,0.97415,0.87864,0.46447,0.23425,0.82538,0.0061806,0.0020602,0.0061806,0.0020602,0.0061806,0.0020602,0.0061806,0.0020602
403,3802.58,0.36499,0.20415,0.79456,0.99049,0.96131,0.97415,0.87996,0.46535,0.23416,0.82511,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404
404,3812.18,0.36537,0.20484,0.79568,0.99015,0.96308,0.97415,0.88105,0.46465,0.23472,0.82487,0.0060618,0.0020206,0.0060618,0.0020206,0.0060618,0.0020206,0.0060618,0.0020206
405,3821.74,0.36814,0.20541,0.79343,0.99049,0.96147,0.97408,0.88162,0.46668,0.23919,0.82496,0.0060024,0.0020008,0.0060024,0.0020008,0.0060024,0.0020008,0.0060024,0.0020008
406,3831.35,0.37219,0.20644,0.78842,0.98737,0.96216,0.97393,0.87872,0.46562,0.23934,0.82553,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
